Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Cluster,Cluster Label
25,86,2,2,1,7,81,1,1,1,0,1,1,2,1,0,1,2,1,69,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
20,90,2,2,1,7,58,0,1,1,0,0,0,1,4,0,1,2,1,70,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
17,86,0,2,1,7,59,1,1,3,1,2,1,2,3,0,2,1,1,68,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
26,60,2,2,1,7,94,0,1,3,0,2,1,2,2,0,1,1,0,68,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
17,88,2,2,1,8,94,2,1,5,2,2,1,1,2,1,0,2,0,70,3,
18,75,0,2,1,5,80,2,1,2,1,0,1,1,3,0,1,2,0,67,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
14,98,0,0,1,7,83,2,0,3,1,2,1,2,3,0,0,2,1,72,2,
17,93,0,1,0,6,95,2,1,1,1,2,1,1,4,0,1,2,1,69,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
22,84,0,2,0,7,81,2,1,1,2,1,0,2,3,0,1,1,1,69,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
25,70,1,2,1,8,61,1,0,3,1,2,1,2,4,0,0,1,0,64,3,
14,68,1,2,1,6,85,2,1,2,2,2,1,1,3,0,1,2,0,63,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
25,74,0,0,1,9,88,2,1,3,2,0,1,1,3,1,1,2,1,70,2,
28,79,0,2,1,4,82,2,1,0,2,2,0,2,3,0,1,2,1,70,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
22,72,0,2,1,9,64,1,1,1,2,2,1,0,2,0,0,2,0,66,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
31,81,2,2,0,9,70,1,1,1,1,2,1,1,4,0,2,2,0,70,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
15,67,2,0,1,6,74,0,1,0,0,2,1,2,2,0,2,2,0,66,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
13,99,2,2,1,6,57,2,1,1,1,2,1,0,5,0,0,2,1,68,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
9,64,2,2,0,5,73,2,1,1,2,2,1,2,4,0,0,2,1,61,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
29,97,2,2,0,8,58,2,1,1,0,2,0,0,4,0,0,1,0,72,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
24,97,0,1,0,7,75,1,1,1,2,2,1,0,2,0,1,1,0,69,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
22,89,2,0,1,5,97,2,1,2,2,2,0,1,5,0,1,2,1,72,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
13,77,2,2,1,10,62,2,1,1,0,2,0,1,4,0,0,1,1,65,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
35,85,2,0,1,6,73,0,1,1,0,2,1,0,5,0,1,1,0,74,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
21,74,2,1,1,7,52,1,1,1,0,2,1,0,4,0,1,0,1,62,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
21,72,0,2,0,7,60,1,1,0,1,2,0,1,4,0,2,2,1,65,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
24,83,1,0,0,6,85,1,1,1,1,0,1,1,4,0,1,1,0,68,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
21,83,0,2,1,6,81,1,1,3,0,2,1,0,4,0,2,1,1,71,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
15,71,2,0,0,8,50,1,1,1,2,2,1,1,2,1,2,2,0,62,1,
23,75,1,0,1,6,73,1,1,1,1,2,1,2,2,0,1,1,0,65,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
31,63,2,0,0,9,86,1,1,0,0,2,1,1,3,0,2,1,1,68,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
28,62,2,0,0,6,96,2,1,4,2,0,1,2,3,0,1,2,1,70,0,
17,63,2,2,0,4,92,2,1,2,1,2,1,0,4,0,1,2,0,63,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
14,64,0,0,1,6,90,1,1,0,1,0,0,0,2,0,1,2,0,63,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
19,93,2,0,0,6,65,2,1,0,2,0,1,1,3,0,1,2,1,69,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
20,62,1,2,1,5,94,0,1,3,2,2,1,1,3,0,2,2,1,66,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
27,86,2,2,1,7,82,1,1,2,1,2,1,2,3,0,1,1,0,70,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
10,71,2,2,1,7,55,0,1,2,1,0,1,2,3,0,0,2,0,63,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
29,95,1,2,1,4,97,2,1,0,2,2,0,2,4,1,0,1,0,72,3,
19,79,0,2,1,10,59,1,1,1,2,2,1,1,3,1,0,1,1,65,2,
17,72,2,0,1,7,74,1,1,2,0,2,1,2,4,0,2,0,1,67,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
14,81,2,2,1,7,73,1,0,1,0,2,0,2,3,1,1,1,1,63,2,
10,75,0,2,0,9,81,2,1,3,1,0,1,0,5,0,1,2,0,65,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
25,83,2,2,1,8,83,2,1,2,1,2,1,1,1,1,1,1,0,67,3,
20,65,2,1,1,7,62,0,1,0,2,2,1,1,0,1,2,2,1,80,2,
12,100,2,2,1,4,68,2,1,2,1,2,1,1,3,0,0,0,1,68,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
12,77,2,2,1,8,57,2,1,2,1,0,1,0,2,0,0,1,1,63,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
18,74,2,2,0,6,56,2,1,1,2,2,0,2,3,0,0,1,1,64,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
30,88,2,2,0,9,91,2,1,3,2,1,1,2,3,0,1,2,0,73,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
18,75,2,2,1,6,88,1,1,2,2,0,1,0,1,1,2,2,0,66,3,
11,93,2,2,1,6,72,1,1,2,1,2,1,0,3,0,0,1,1,66,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
19,78,0,0,0,5,55,2,1,0,2,2,1,1,4,0,1,1,1,66,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
18,89,2,0,1,5,72,1,1,4,2,1,1,1,2,0,1,2,0,69,3,
4,64,2,0,1,7,65,2,1,1,2,0,1,0,4,0,1,0,1,59,2,
20,94,2,2,0,7,89,2,1,0,1,2,0,1,1,0,1,2,1,68,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
19,89,2,2,0,6,55,2,1,1,1,2,0,1,3,0,2,1,0,67,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
24,68,2,2,1,10,73,1,1,1,2,2,1,1,4,1,1,1,0,64,3,
31,66,1,0,1,8,80,1,1,0,1,1,0,0,4,0,1,2,0,65,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
27,73,2,2,0,7,99,1,1,1,1,2,1,2,4,0,0,2,1,68,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
18,99,2,0,1,4,54,1,1,0,2,2,1,2,3,0,2,1,1,70,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
13,70,2,2,0,8,56,2,1,2,2,0,1,1,0,0,1,2,1,62,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
35,78,0,1,1,10,99,2,1,1,1,2,0,2,2,0,1,2,1,72,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
20,61,2,1,1,7,70,1,1,1,2,2,0,2,4,0,1,1,0,62,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
20,76,0,0,1,6,87,1,1,1,1,2,1,0,4,0,2,1,1,68,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
20,83,0,2,0,7,89,2,1,3,1,0,0,0,4,0,1,2,0,69,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
21,98,0,2,0,5,66,1,1,3,0,0,1,2,5,0,1,2,1,73,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
19,81,0,0,0,8,61,1,1,3,2,2,0,0,5,0,2,2,1,69,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
17,93,2,2,1,9,64,2,1,1,2,2,1,1,3,0,1,1,0,67,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
17,82,2,1,0,6,88,1,1,2,1,1,0,1,3,0,2,2,1,65,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
20,62,1,1,0,6,92,0,1,2,2,2,1,2,3,0,2,1,1,63,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
17,73,0,2,1,7,85,2,1,2,1,2,1,2,2,0,1,1,1,66,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
16,83,2,2,0,6,72,2,1,1,1,0,1,2,2,0,0,2,1,66,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
21,98,2,0,0,5,63,1,1,0,1,0,1,1,2,0,2,2,1,70,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
18,94,2,2,0,6,71,1,1,2,0,2,1,1,3,0,2,0,1,69,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
29,69,2,0,0,6,96,1,1,1,0,2,1,2,4,0,1,2,0,70,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
4,69,2,1,0,9,93,1,0,2,2,0,0,0,3,0,1,1,0,58,1,
27,68,2,2,0,9,66,2,1,3,0,2,0,2,3,0,1,0,1,67,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
8,94,0,1,0,8,89,0,1,0,2,2,1,1,2,0,1,2,0,66,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
18,91,0,0,1,7,71,0,1,0,2,2,1,1,3,0,1,2,1,70,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
18,76,0,0,0,6,79,2,1,1,2,2,0,2,2,0,2,0,0,67,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
12,80,1,1,0,9,71,0,1,1,1,1,0,2,3,1,1,1,0,60,1,
15,79,0,2,0,8,62,1,1,1,1,1,1,2,3,0,0,2,1,65,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
13,70,2,2,0,5,59,2,1,0,2,0,0,2,2,0,2,2,0,63,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
31,80,0,0,1,6,57,1,1,1,2,0,0,2,3,0,1,2,0,72,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
26,61,1,2,1,5,51,0,1,0,1,2,0,1,5,0,1,1,0,62,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
28,65,2,2,1,4,64,2,1,6,2,0,1,1,3,0,2,2,1,70,2,
24,95,0,1,1,8,59,2,1,2,1,0,1,0,1,0,0,1,1,70,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
13,90,2,2,0,5,63,2,1,0,1,2,1,1,4,0,1,1,0,64,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
17,77,2,2,1,6,54,1,1,3,1,2,1,1,4,0,1,1,1,64,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
24,90,2,2,1,6,97,1,1,1,0,0,1,2,4,0,1,2,1,72,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
19,91,2,1,0,9,67,2,1,0,2,2,0,0,3,0,0,2,0,66,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
18,91,2,2,0,5,52,2,1,2,2,2,1,0,4,0,1,1,0,66,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
24,89,2,0,1,5,68,2,1,0,1,0,1,2,2,0,2,2,0,71,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
23,68,1,1,0,8,91,2,1,5,1,2,1,0,5,0,2,2,0,66,1,
18,74,2,1,1,6,67,0,1,2,1,0,1,1,2,0,1,2,1,64,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
27,79,2,1,0,6,65,1,1,0,2,2,0,0,2,0,0,2,1,66,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
14,73,2,1,1,5,96,1,1,1,1,2,1,0,3,0,1,1,0,62,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
24,90,2,2,0,8,65,2,1,4,1,2,1,1,4,0,1,1,1,70,0,
24,73,2,2,1,7,99,2,1,3,2,0,0,1,3,0,1,2,0,69,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
18,66,0,2,0,7,92,2,1,2,1,2,0,1,4,0,1,1,1,65,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
22,76,0,2,1,6,84,0,1,2,2,0,1,1,3,0,1,2,1,70,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
12,99,0,0,1,6,80,2,0,0,0,2,1,2,3,0,1,1,1,70,2,
26,69,2,2,1,7,61,2,1,1,0,0,1,2,2,0,0,2,1,67,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
19,84,2,0,1,8,87,1,1,2,1,0,1,2,3,0,1,1,0,69,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
17,77,1,2,0,9,67,1,1,0,1,0,1,1,5,1,1,2,0,62,1,
26,63,2,0,1,9,74,2,1,1,1,2,0,2,4,0,1,2,0,67,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
16,80,0,2,0,8,55,0,0,0,1,2,1,2,6,0,0,1,1,65,0,
12,88,2,2,0,8,65,2,1,0,1,2,1,2,4,0,1,2,1,65,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
24,95,2,1,1,6,73,2,0,3,1,2,1,2,2,0,1,1,1,69,2,
12,72,2,2,0,8,67,1,1,4,2,2,1,1,4,0,1,2,1,63,0,
31,63,1,0,1,7,74,1,1,3,2,2,1,0,2,0,0,1,1,66,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
8,97,2,0,1,8,87,2,1,0,2,2,1,2,2,1,1,2,1,67,2,
30,75,2,2,0,8,73,0,1,1,2,2,1,0,3,0,0,2,1,69,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
21,83,2,2,1,8,75,0,1,1,1,0,1,1,2,0,1,0,1,67,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
19,92,2,2,1,5,85,2,1,1,2,0,0,1,4,0,1,2,1,70,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
17,73,0,0,1,7,92,2,1,2,0,2,0,0,2,0,1,1,1,67,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
22,89,0,2,0,6,76,2,1,2,1,2,1,1,4,0,1,2,1,70,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
20,65,0,0,1,6,97,2,1,0,1,1,0,0,3,0,1,1,0,65,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
27,72,2,1,0,4,68,2,0,0,2,0,1,0,3,1,0,2,1,63,0,
21,66,2,2,1,7,63,2,1,0,0,2,1,1,3,0,1,2,0,64,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
21,92,0,2,1,4,85,1,1,1,0,2,1,0,3,0,1,0,1,69,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
18,69,1,2,0,8,59,1,0,1,1,2,1,2,4,0,1,2,0,60,1,
20,89,1,2,1,9,95,2,1,3,1,2,1,2,3,0,1,1,1,69,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
22,98,2,1,1,8,69,2,1,4,0,2,0,2,2,0,1,2,0,72,3,
10,81,2,1,1,7,85,1,1,1,1,2,1,1,2,0,0,2,1,63,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
12,82,1,2,0,9,79,0,1,0,1,2,0,2,2,0,0,1,0,63,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
21,73,2,2,0,6,85,2,1,6,2,0,1,1,5,0,0,2,1,70,0,
19,79,2,0,1,7,90,2,1,1,0,2,1,0,4,0,0,0,0,68,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
20,84,2,2,1,10,99,1,1,2,2,2,0,2,3,0,1,1,1,69,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
22,99,2,2,1,5,71,0,1,0,2,0,1,1,4,0,0,2,0,72,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
17,98,1,0,0,5,75,1,1,1,1,1,0,2,3,1,0,2,1,67,0,
15,94,1,2,0,8,94,1,1,1,0,2,1,2,4,0,1,1,1,68,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
21,96,2,0,0,7,63,2,1,1,2,2,0,0,2,0,2,0,0,70,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
14,79,0,2,1,6,59,2,1,5,2,0,1,2,3,0,2,0,1,68,2,
22,86,2,2,1,5,57,0,1,2,2,2,1,2,3,0,0,1,1,69,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
10,96,2,2,0,4,99,2,1,1,2,2,0,0,5,0,0,2,0,68,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
26,76,2,2,0,5,64,1,1,0,2,2,1,2,5,0,0,0,0,66,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
23,98,2,2,0,9,88,0,1,1,1,2,1,0,4,0,2,1,0,72,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
22,77,2,2,1,7,72,2,1,2,2,0,1,1,3,0,1,2,1,67,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
26,84,1,0,0,4,62,2,0,3,0,0,1,2,2,0,1,2,1,70,0,
30,88,0,2,1,9,96,2,1,1,2,0,0,1,3,1,1,2,1,73,2,
26,98,2,1,1,9,73,0,1,1,0,1,1,1,6,0,2,1,1,73,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
9,70,2,2,0,9,78,1,1,1,2,1,1,1,2,0,1,2,0,60,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
12,90,2,0,0,6,61,1,1,2,2,0,1,1,3,0,0,2,1,67,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
16,81,0,2,1,7,66,2,1,3,0,0,0,2,4,0,1,2,1,69,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
20,71,2,1,0,7,87,0,1,1,2,2,1,0,5,0,1,2,1,65,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
21,86,2,1,0,6,56,2,1,1,1,0,0,0,2,0,0,2,0,66,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
15,73,1,0,1,8,93,2,1,1,1,0,1,2,4,0,0,0,1,65,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
16,79,1,2,1,9,87,2,1,1,1,2,1,1,2,0,0,1,0,64,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
12,85,0,0,1,7,88,0,1,1,1,2,1,1,0,0,0,0,0,67,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
14,76,0,2,1,8,59,1,1,3,2,2,0,1,5,0,1,1,1,65,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
12,68,0,0,1,7,75,2,1,1,2,1,0,2,4,0,1,2,1,64,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
14,98,0,0,0,7,51,2,1,0,2,1,1,2,1,1,1,2,1,67,0,
26,80,2,1,1,6,66,2,1,2,0,2,1,1,4,0,2,2,1,70,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
14,89,2,1,1,5,67,1,0,3,1,1,0,1,3,0,1,0,0,63,3,
36,76,2,2,0,6,96,2,1,1,1,2,0,1,2,0,0,2,1,71,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
23,74,0,1,0,6,100,1,1,2,0,1,0,2,3,0,1,2,1,68,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
21,76,2,2,0,7,81,2,1,0,2,0,0,2,2,0,0,1,0,67,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
15,76,0,0,1,9,76,2,1,1,2,0,1,1,2,0,2,0,0,67,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
24,82,1,2,1,7,72,2,1,0,2,0,1,2,2,0,2,1,0,68,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
17,82,0,2,0,6,51,2,1,1,1,2,1,2,3,0,2,1,1,66,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
21,80,2,2,1,8,90,2,1,0,2,2,1,0,4,0,0,2,1,68,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
35,65,0,2,1,7,84,0,1,0,2,2,1,2,2,0,1,1,1,70,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
19,80,1,1,0,8,82,2,1,5,1,1,1,2,3,0,0,2,1,67,0,
27,67,1,2,1,6,90,2,1,2,0,0,0,1,3,0,1,1,1,67,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
16,65,1,0,0,9,96,1,1,2,1,2,1,0,2,0,1,2,1,62,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
20,97,2,0,0,9,69,1,1,0,1,1,1,0,3,1,1,2,1,67,0,
31,84,2,0,0,7,71,1,1,4,1,2,1,0,4,0,1,0,1,70,0,
16,86,0,0,0,8,99,2,1,4,1,0,0,1,4,0,0,2,1,72,0,
31,76,2,2,1,9,83,2,1,2,0,2,0,0,3,0,1,1,0,70,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
24,96,1,0,0,6,93,2,1,2,1,2,1,1,2,0,1,1,0,94,1,
17,86,2,2,0,7,61,2,0,2,0,2,1,2,3,0,1,1,1,66,0,
24,91,1,1,1,7,66,0,1,2,1,0,1,1,3,0,1,2,1,69,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
26,75,0,2,0,5,70,1,1,0,0,1,0,1,2,0,2,2,1,68,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
24,98,0,1,0,8,66,0,1,2,1,2,1,2,1,0,1,1,1,71,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
11,93,0,2,0,9,94,2,1,4,1,0,1,1,4,0,1,1,1,69,0,
16,94,2,2,0,7,76,1,1,2,2,2,1,1,3,1,1,2,0,67,1,
19,67,1,2,1,8,98,2,1,2,1,2,0,0,2,0,2,2,0,64,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
20,71,2,2,1,9,66,2,1,1,2,1,0,0,5,1,0,2,0,63,3,
24,71,2,0,1,6,52,2,1,2,2,2,0,1,3,0,0,0,0,66,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
21,71,0,2,1,8,57,1,0,2,0,2,1,2,1,0,2,2,0,66,3,
12,94,1,0,1,6,61,2,1,3,0,0,1,1,4,0,0,2,1,69,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
22,61,1,1,1,6,82,1,1,4,2,2,1,2,4,0,1,1,0,64,3,
24,63,0,2,0,8,59,1,1,1,1,2,1,1,3,1,1,2,1,62,0,
26,68,2,0,1,8,90,2,1,4,1,0,0,1,3,0,1,2,1,70,2,
25,69,0,2,1,7,56,2,1,2,1,2,0,1,4,0,1,2,1,67,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
23,92,1,2,0,8,54,2,1,0,0,1,1,2,1,0,2,2,0,68,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
10,60,2,2,0,9,85,2,1,0,2,0,1,2,4,0,2,2,1,62,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
23,77,1,2,1,8,96,2,1,1,0,2,0,1,1,1,0,2,1,67,2,
21,76,2,0,1,8,83,2,1,0,1,2,1,2,5,0,1,2,1,68,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
22,65,1,2,0,7,97,1,1,2,2,0,0,1,4,0,1,1,0,64,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
12,87,2,1,1,7,62,2,0,2,2,2,1,1,4,0,1,2,0,64,3,
14,88,2,2,0,8,67,2,1,2,0,1,1,1,3,0,2,0,1,66,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
26,89,2,1,1,7,92,2,1,2,1,0,1,2,2,0,2,1,1,72,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
20,89,2,0,1,8,91,2,1,2,2,2,1,2,3,0,1,2,0,72,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
24,60,2,0,1,9,83,0,1,2,2,1,1,2,3,1,1,2,1,66,2,
20,98,1,2,0,7,75,0,1,4,2,2,0,2,1,0,0,2,1,72,0,
20,93,0,2,1,4,51,1,1,1,2,2,1,2,3,0,1,2,1,69,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
26,96,0,0,1,10,64,1,1,2,2,2,0,1,3,1,1,2,0,72,3,
17,61,1,1,1,6,58,2,1,1,2,0,1,1,4,0,1,2,1,60,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
21,97,2,2,1,7,53,2,1,0,0,2,1,1,2,0,1,1,1,69,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
17,92,2,0,0,8,89,2,1,0,1,1,1,2,3,1,1,2,1,68,0,
17,93,1,2,1,9,57,0,1,3,1,0,0,1,2,0,0,2,1,69,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
18,64,2,1,1,10,68,1,1,1,1,2,1,2,5,0,1,2,1,62,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
17,98,2,0,1,9,70,1,1,1,0,2,0,0,2,0,1,2,1,70,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
28,87,1,1,1,7,57,2,1,2,2,0,0,0,4,0,1,1,1,68,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
15,83,0,2,1,10,84,2,1,1,0,0,1,0,2,0,0,2,1,68,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
19,98,2,0,0,9,90,1,0,1,0,2,0,2,2,0,0,0,0,70,1,
17,78,2,0,0,7,64,2,1,0,1,2,0,1,3,0,1,2,0,65,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
29,84,0,2,1,6,90,2,1,0,2,0,1,2,3,0,2,0,1,73,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
21,79,0,2,0,4,64,1,1,0,1,0,1,0,4,0,0,1,1,66,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
26,97,2,2,0,8,85,1,0,2,0,1,1,1,3,0,1,2,1,71,0,
